package_id,field_path,status,gold_value,auto_value,note
688758_subscription_flow_001,participants[张敏].subscribed_registered_capital,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 14554, ""raw_text"": ""1.4554万元"", ""unit"": ""万元"", ""value"": 1.4554}","{""normalized_unit"": ""CNY"", ""normalized_value"": 14554, ""raw_text"": ""1.4554万元"", ""unit"": ""万元"", ""value"": 1.4554}",
688758_subscription_flow_001,participants[张敏].subscribed_shares,MATCH,null,null,
688758_subscription_flow_001,participants[张敏].contribution_amount,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 785714, ""raw_text"": ""78.5714万元"", ""unit"": ""万元"", ""value"": 78.5714}","{""normalized_unit"": ""CNY"", ""normalized_value"": 785714, ""raw_text"": ""78.5714万元"", ""unit"": ""万元"", ""value"": 78.5714}",
688758_subscription_flow_001,participants[张敏].price_per_share,MATCH,null,null,
688758_subscription_flow_001,participants[张敏].price_per_registered_capital,MATCH,"{""normalized_unit"": ""CNY_per_registered_capital"", ""normalized_value"": 53.99, ""raw_text"": ""53.99元/注册资本"", ""unit"": ""元/注册资本"", ""value"": 53.99}","{""normalized_unit"": ""CNY_per_registered_capital"", ""normalized_value"": 53.99, ""raw_text"": ""53.99元/注册资本"", ""unit"": ""元/注册资本"", ""value"": 53.99}",
688758_subscription_flow_001,participants[江苏国寿疌泉股权投资中心（有限合伙）].participant_role,MATCH,"""institutional_investor""","""institutional_investor""",
688758_subscription_flow_001,participants[江苏国寿疌泉股权投资中心（有限合伙）].contribution_method,MATCH,"""cash""","""cash""",
688758_subscription_flow_001,participants[江苏国寿疌泉股权投资中心（有限合伙）].subscribed_registered_capital,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 2500615, ""raw_text"": ""250.0615万元"", ""unit"": ""万元"", ""value"": 250.0615}","{""normalized_unit"": ""CNY"", ""normalized_value"": 2500615, ""raw_text"": ""250.0615万元"", ""unit"": ""万元"", ""value"": 250.0615}",
688758_subscription_flow_001,participants[江苏国寿疌泉股权投资中心（有限合伙）].subscribed_shares,MATCH,null,null,
688758_subscription_flow_001,participants[江苏国寿疌泉股权投资中心（有限合伙）].contribution_amount,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 135000000, ""raw_text"": ""13,500.0000万元"", ""unit"": ""万元"", ""value"": 13500.0}","{""normalized_unit"": ""CNY"", ""normalized_value"": 135000000, ""raw_text"": ""13,500.0000万元"", ""unit"": ""万元"", ""value"": 13500}",
688758_subscription_flow_001,participants[江苏国寿疌泉股权投资中心（有限合伙）].price_per_share,MATCH,null,null,
688758_subscription_flow_001,participants[江苏国寿疌泉股权投资中心（有限合伙）].price_per_registered_capital,MATCH,"{""normalized_unit"": ""CNY_per_registered_capital"", ""normalized_value"": 53.99, ""raw_text"": ""53.99元/注册资本"", ""unit"": ""元/注册资本"", ""value"": 53.99}","{""normalized_unit"": ""CNY_per_registered_capital"", ""normalized_value"": 53.99, ""raw_text"": ""53.99元/注册资本"", ""unit"": ""元/注册资本"", ""value"": 53.99}",
