package_id,field_path,status,gold_value,auto_value,note
301581_share_transfer_flow_001,transfers[昆山谷捷金属制品有限公司 -> 张俊武].payment_method,MATCH,"""zero_consideration""","""zero_consideration""",
301581_share_transfer_flow_001,transfers[昆山谷捷金属制品有限公司 -> 张俊武].transferred_registered_capital,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 1100000, ""raw_text"": ""110.00万元"", ""unit"": ""万元"", ""value"": 110}","{""normalized_unit"": ""CNY"", ""normalized_value"": 1100000, ""raw_text"": ""110万元"", ""unit"": ""万元"", ""value"": 110}",
301581_share_transfer_flow_001,transfers[昆山谷捷金属制品有限公司 -> 张俊武].transferred_shares,MATCH,null,null,
301581_share_transfer_flow_001,transfers[昆山谷捷金属制品有限公司 -> 张俊武].transferred_ratio,MATCH,"{""normalized_unit"": ""percent"", ""normalized_value"": 11, ""raw_text"": ""11.00%"", ""unit"": ""%"", ""value"": 11}","{""normalized_unit"": ""percent"", ""normalized_value"": 11, ""raw_text"": ""11.0%"", ""unit"": ""%"", ""value"": 11}",
301581_share_transfer_flow_001,transfers[昆山谷捷金属制品有限公司 -> 张俊武].consideration,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 0, ""raw_text"": ""0元"", ""unit"": ""元"", ""value"": 0}","{""normalized_unit"": ""CNY"", ""normalized_value"": 0, ""raw_text"": ""0元"", ""unit"": ""元"", ""value"": 0}",
301581_share_transfer_flow_001,transfers[昆山谷捷金属制品有限公司 -> 张俊武].price_per_share,MATCH,null,null,
301581_share_transfer_flow_001,transfers[昆山谷捷金属制品有限公司 -> 张俊武].price_per_registered_capital,MATCH,null,null,
301581_share_transfer_flow_001,transfers[昆山谷捷金属制品有限公司 -> 黄山供销集团].payment_method,MATCH,"""zero_consideration""","""zero_consideration""",
301581_share_transfer_flow_001,transfers[昆山谷捷金属制品有限公司 -> 黄山供销集团].transferred_registered_capital,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 7800000, ""raw_text"": ""780.00万元"", ""unit"": ""万元"", ""value"": 780}","{""normalized_unit"": ""CNY"", ""normalized_value"": 7800000, ""raw_text"": ""780万元"", ""unit"": ""万元"", ""value"": 780}",
301581_share_transfer_flow_001,transfers[昆山谷捷金属制品有限公司 -> 黄山供销集团].transferred_shares,MATCH,null,null,
301581_share_transfer_flow_001,transfers[昆山谷捷金属制品有限公司 -> 黄山供销集团].transferred_ratio,MATCH,"{""normalized_unit"": ""percent"", ""normalized_value"": 78, ""raw_text"": ""78.00%"", ""unit"": ""%"", ""value"": 78}","{""normalized_unit"": ""percent"", ""normalized_value"": 78, ""raw_text"": ""78.0%"", ""unit"": ""%"", ""value"": 78}",
301581_share_transfer_flow_001,transfers[昆山谷捷金属制品有限公司 -> 黄山供销集团].consideration,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 0, ""raw_text"": ""0元"", ""unit"": ""元"", ""value"": 0}","{""normalized_unit"": ""CNY"", ""normalized_value"": 0, ""raw_text"": ""0元"", ""unit"": ""元"", ""value"": 0}",
301581_share_transfer_flow_001,transfers[昆山谷捷金属制品有限公司 -> 黄山供销集团].price_per_share,MATCH,null,null,
301581_share_transfer_flow_001,transfers[昆山谷捷金属制品有限公司 -> 黄山供销集团].price_per_registered_capital,MATCH,null,null,
