company_code,event_family,package_id,field_path,status,gold_value,auto_value,note,source_file
001282,subscription_flow,001282_subscription_flow_001,new_registered_capital,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 3480000, ""raw_text"": ""348万元"", ""unit"": ""万元"", ""value"": 348}","{""normalized_unit"": ""CNY"", ""normalized_value"": 3480000, ""raw_text"": null, ""unit"": null, ""value"": null}",,evaluation\field_level\001282_subscription_flow_comparison_v1.csv
001282,subscription_flow,001282_subscription_flow_001,new_shares,MISSING_AUTO,"{""normalized_unit"": ""share"", ""normalized_value"": 3480000, ""raw_text"": ""348万股"", ""unit"": ""万股"", ""value"": 348}",null,自动结果缺少 normalized_value,evaluation\field_level\001282_subscription_flow_comparison_v1.csv
001282,subscription_flow,001282_subscription_flow_001,total_consideration,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 15660000, ""raw_text"": ""1,566万元"", ""unit"": ""万元"", ""value"": 1566}","{""normalized_unit"": ""CNY"", ""normalized_value"": 15660000, ""raw_text"": ""1,566万元"", ""unit"": ""万元"", ""value"": 1566}",,evaluation\field_level\001282_subscription_flow_comparison_v1.csv
001282,subscription_flow,001282_subscription_flow_001,capital_premium,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 12180000, ""raw_text"": ""1,218万元"", ""unit"": ""万元"", ""value"": 1218}","{""normalized_unit"": ""CNY"", ""normalized_value"": 12180000, ""raw_text"": ""1,218万元"", ""unit"": ""万元"", ""value"": 1218}",,evaluation\field_level\001282_subscription_flow_comparison_v1.csv
001282,subscription_flow,001282_subscription_flow_001,source_pages,MATCH,"[35, 36, 37, 38]","[35, 36, 37, 38]",,evaluation\field_level\001282_subscription_flow_comparison_v1.csv
001282,subscription_flow,001282_subscription_flow_001,post_event_snapshot_pages,MATCH,[38],[38],,evaluation\field_level\001282_subscription_flow_comparison_v1.csv
001282,subscription_flow,001282_subscription_flow_001,participants.names,MISMATCH,"[""芜湖三联控股合伙企业（有限合伙）""]","[""三联合伙"", ""三联合伙以每股4.50元的价格""]","missing=['芜湖三联控股合伙企业（有限合伙）']; extra=['三联合伙', '三联合伙以每股4.50元的价格']",evaluation\field_level\001282_subscription_flow_comparison_v1.csv
001282,subscription_flow,001282_subscription_flow_001,event_family,MATCH,"""subscription_flow""","""subscription_flow""",,evaluation\field_level\001282_subscription_flow_comparison_v1_1.csv
001282,subscription_flow,001282_subscription_flow_001,flow_subtype,MATCH,"""cash_increase""","""cash_increase""",,evaluation\field_level\001282_subscription_flow_comparison_v1_1.csv
001282,subscription_flow,001282_subscription_flow_001,currency,MATCH,"""CNY""","""CNY""",,evaluation\field_level\001282_subscription_flow_comparison_v1_1.csv
001282,subscription_flow,001282_subscription_flow_001,post_event_snapshot_present,MATCH,true,true,,evaluation\field_level\001282_subscription_flow_comparison_v1_1.csv
001282,subscription_flow,001282_subscription_flow_001,decision_date,MATCH,"{""iso_date"": ""2019-12-04"", ""raw_text"": ""2019年12月4日""}","{""iso_date"": ""2019-12-04"", ""raw_text"": ""2019年12月4日""}",,evaluation\field_level\001282_subscription_flow_comparison_v1_1.csv
001282,subscription_flow,001282_subscription_flow_001,agreement_date,MATCH,null,null,,evaluation\field_level\001282_subscription_flow_comparison_v1_1.csv
001282,subscription_flow,001282_subscription_flow_001,payment_date,MATCH,"{""iso_date"": ""2019-12-30"", ""raw_text"": ""截至2019年12月30日""}","{""iso_date"": ""2019-12-30"", ""raw_text"": ""2019年12月30日""}",,evaluation\field_level\001282_subscription_flow_comparison_v1_1.csv
001282,subscription_flow,001282_subscription_flow_001,verification_date,MATCH,"{""iso_date"": ""2020-01-09"", ""raw_text"": ""2020年1月9日""}","{""iso_date"": ""2020-01-09"", ""raw_text"": ""2020年1月9日""}",,evaluation\field_level\001282_subscription_flow_comparison_v1_1.csv
001282,subscription_flow,001282_subscription_flow_001,registration_date,MATCH,"{""iso_date"": ""2019-12-17"", ""raw_text"": ""2019年12月17日""}","{""iso_date"": ""2019-12-17"", ""raw_text"": ""2019年12月17日""}",,evaluation\field_level\001282_subscription_flow_comparison_v1_1.csv
001282,subscription_flow,001282_subscription_flow_001,effective_date,MATCH,"{""iso_date"": ""2019-12-17"", ""raw_text"": ""2019年12月17日""}","{""iso_date"": ""2019-12-17"", ""raw_text"": ""2019年12月17日""}",,evaluation\field_level\001282_subscription_flow_comparison_v1_1.csv
001282,subscription_flow,001282_subscription_flow_001,registration_capital_before,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 81500000, ""raw_text"": ""8,150万元"", ""unit"": ""万元"", ""value"": 8150}","{""normalized_unit"": ""CNY"", ""normalized_value"": 81500000, ""raw_text"": ""8,150万元"", ""unit"": ""万元"", ""value"": 8150}",,evaluation\field_level\001282_subscription_flow_comparison_v1_1.csv
001282,subscription_flow,001282_subscription_flow_001,registration_capital_after,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 84980000, ""raw_text"": ""8,498万元"", ""unit"": ""万元"", ""value"": 8498}","{""normalized_unit"": ""CNY"", ""normalized_value"": 84980000, ""raw_text"": ""8,498万元"", ""unit"": ""万元"", ""value"": 8498}",,evaluation\field_level\001282_subscription_flow_comparison_v1_1.csv
001282,subscription_flow,001282_subscription_flow_001,total_shares_before,MATCH,"{""normalized_unit"": ""share"", ""normalized_value"": 81500000, ""raw_text"": ""8,150万股"", ""unit"": ""万股"", ""value"": 8150}","{""normalized_unit"": ""share"", ""normalized_value"": 81500000, ""raw_text"": null, ""unit"": null, ""value"": null}",,evaluation\field_level\001282_subscription_flow_comparison_v1_1.csv
001282,subscription_flow,001282_subscription_flow_001,total_shares_after,MATCH,"{""normalized_unit"": ""share"", ""normalized_value"": 84980000, ""raw_text"": ""8,498万股"", ""unit"": ""万股"", ""value"": 8498}","{""normalized_unit"": ""share"", ""normalized_value"": 84980000, ""raw_text"": null, ""unit"": null, ""value"": null}",,evaluation\field_level\001282_subscription_flow_comparison_v1_1.csv
001282,subscription_flow,001282_subscription_flow_001,new_registered_capital,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 3480000, ""raw_text"": ""348万元"", ""unit"": ""万元"", ""value"": 348}","{""normalized_unit"": ""CNY"", ""normalized_value"": 3480000, ""raw_text"": null, ""unit"": null, ""value"": null}",,evaluation\field_level\001282_subscription_flow_comparison_v1_1.csv
001282,subscription_flow,001282_subscription_flow_001,new_shares,MATCH,"{""normalized_unit"": ""share"", ""normalized_value"": 3480000, ""raw_text"": ""348万股"", ""unit"": ""万股"", ""value"": 348}","{""normalized_unit"": ""share"", ""normalized_value"": 3480000, ""raw_text"": null, ""unit"": null, ""value"": null}",,evaluation\field_level\001282_subscription_flow_comparison_v1_1.csv
001282,subscription_flow,001282_subscription_flow_001,total_consideration,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 15660000, ""raw_text"": ""1,566万元"", ""unit"": ""万元"", ""value"": 1566}","{""normalized_unit"": ""CNY"", ""normalized_value"": 15660000, ""raw_text"": ""1,566万元"", ""unit"": ""万元"", ""value"": 1566}",,evaluation\field_level\001282_subscription_flow_comparison_v1_1.csv
001282,subscription_flow,001282_subscription_flow_001,capital_premium,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 12180000, ""raw_text"": ""1,218万元"", ""unit"": ""万元"", ""value"": 1218}","{""normalized_unit"": ""CNY"", ""normalized_value"": 12180000, ""raw_text"": ""1,218万元"", ""unit"": ""万元"", ""value"": 1218}",,evaluation\field_level\001282_subscription_flow_comparison_v1_1.csv
001282,subscription_flow,001282_subscription_flow_001,source_pages,MATCH,"[35, 36, 37, 38]","[35, 36, 37, 38]",,evaluation\field_level\001282_subscription_flow_comparison_v1_1.csv
001282,subscription_flow,001282_subscription_flow_001,post_event_snapshot_pages,MATCH,[38],[38],,evaluation\field_level\001282_subscription_flow_comparison_v1_1.csv
001282,subscription_flow,001282_subscription_flow_001,participants.names,MATCH,"[""芜湖三联控股合伙企业（有限合伙）""]","[""芜湖三联控股合伙企业（有限合伙）""]",,evaluation\field_level\001282_subscription_flow_comparison_v1_1.csv
001282,subscription_flow,001282_subscription_flow_001,participants[芜湖三联控股合伙企业（有限合伙）].participant_role,MATCH,"""employee_platform""","""employee_platform""",,evaluation\field_level\001282_subscription_flow_comparison_v1_1.csv
001282,subscription_flow,001282_subscription_flow_001,participants[芜湖三联控股合伙企业（有限合伙）].contribution_method,MATCH,"""cash""","""cash""",,evaluation\field_level\001282_subscription_flow_comparison_v1_1.csv
001282,subscription_flow,001282_subscription_flow_001,participants[芜湖三联控股合伙企业（有限合伙）].subscribed_registered_capital,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 3480000, ""raw_text"": ""348万元"", ""unit"": ""万元"", ""value"": 348}","{""normalized_unit"": ""CNY"", ""normalized_value"": 3480000, ""raw_text"": null, ""unit"": null, ""value"": null}",,evaluation\field_level\001282_subscription_flow_comparison_v1_1.csv
001282,subscription_flow,001282_subscription_flow_001,participants[芜湖三联控股合伙企业（有限合伙）].subscribed_shares,MATCH,"{""normalized_unit"": ""share"", ""normalized_value"": 3480000, ""raw_text"": ""348万股"", ""unit"": ""万股"", ""value"": 348}","{""normalized_unit"": ""share"", ""normalized_value"": 3480000, ""raw_text"": null, ""unit"": null, ""value"": null}",,evaluation\field_level\001282_subscription_flow_comparison_v1_1.csv
001282,subscription_flow,001282_subscription_flow_001,participants[芜湖三联控股合伙企业（有限合伙）].contribution_amount,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 15660000, ""raw_text"": ""1,566万元"", ""unit"": ""万元"", ""value"": 1566}","{""normalized_unit"": ""CNY"", ""normalized_value"": 15660000, ""raw_text"": ""1,566万元"", ""unit"": ""万元"", ""value"": 1566}",,evaluation\field_level\001282_subscription_flow_comparison_v1_1.csv
001282,subscription_flow,001282_subscription_flow_001,participants[芜湖三联控股合伙企业（有限合伙）].price_per_share,MATCH,"{""normalized_unit"": ""CNY_per_share"", ""normalized_value"": 4.5, ""raw_text"": ""4.50元/股"", ""unit"": ""元/股"", ""value"": 4.5}","{""normalized_unit"": ""CNY_per_share"", ""normalized_value"": 4.5, ""raw_text"": ""4.50元/股"", ""unit"": ""元/股"", ""value"": 4.5}",,evaluation\field_level\001282_subscription_flow_comparison_v1_1.csv
001282,subscription_flow,001282_subscription_flow_001,participants[芜湖三联控股合伙企业（有限合伙）].price_per_registered_capital,MATCH,null,null,,evaluation\field_level\001282_subscription_flow_comparison_v1_1.csv
301563,subscription_flow,301563_subscription_flow_001,event_family,MATCH,"""subscription_flow""","""subscription_flow""",,evaluation\field_level\301563_subscription_flow_comparison_v1_5.csv
301563,subscription_flow,301563_subscription_flow_001,flow_subtype,MATCH,"""cash_increase""","""cash_increase""",,evaluation\field_level\301563_subscription_flow_comparison_v1_5.csv
301563,subscription_flow,301563_subscription_flow_001,currency,MATCH,"""CNY""","""CNY""",,evaluation\field_level\301563_subscription_flow_comparison_v1_5.csv
301563,subscription_flow,301563_subscription_flow_001,post_event_snapshot_present,MISMATCH,true,false,值不一致,evaluation\field_level\301563_subscription_flow_comparison_v1_5.csv
301563,subscription_flow,301563_subscription_flow_001,decision_date,MATCH,"{""iso_date"": ""2018-06-12"", ""raw_text"": ""2018年6月12日""}","{""iso_date"": ""2018-06-12"", ""raw_text"": ""2018年6月12日""}",,evaluation\field_level\301563_subscription_flow_comparison_v1_5.csv
301563,subscription_flow,301563_subscription_flow_001,agreement_date,MATCH,"{""iso_date"": ""2018-06-12"", ""raw_text"": ""2018年6月12日""}","{""iso_date"": ""2018-06-12"", ""raw_text"": ""2018年6月12日""}",,evaluation\field_level\301563_subscription_flow_comparison_v1_5.csv
301563,subscription_flow,301563_subscription_flow_001,payment_date,MATCH,null,null,,evaluation\field_level\301563_subscription_flow_comparison_v1_5.csv
301563,subscription_flow,301563_subscription_flow_001,verification_date,MATCH,"{""iso_date"": ""2020-12-16"", ""raw_text"": ""2020年12月16日""}","{""iso_date"": ""2020-12-16"", ""raw_text"": ""2020年12月16日""}",,evaluation\field_level\301563_subscription_flow_comparison_v1_5.csv
301563,subscription_flow,301563_subscription_flow_001,registration_date,MATCH,"{""iso_date"": ""2018-07-27"", ""raw_text"": ""2018年7月27日""}","{""iso_date"": ""2018-07-27"", ""raw_text"": ""2018年7月27日""}",,evaluation\field_level\301563_subscription_flow_comparison_v1_5.csv
301563,subscription_flow,301563_subscription_flow_001,effective_date,MATCH,"{""iso_date"": ""2018-07-27"", ""raw_text"": ""2018年7月27日""}","{""iso_date"": ""2018-07-27"", ""raw_text"": ""2018年7月27日""}",,evaluation\field_level\301563_subscription_flow_comparison_v1_5.csv
301563,subscription_flow,301563_subscription_flow_001,registration_capital_before,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 40000000, ""raw_text"": ""4,000万元"", ""unit"": ""万元"", ""value"": 4000}","{""normalized_unit"": ""CNY"", ""normalized_value"": 40000000, ""raw_text"": ""4,000万元"", ""unit"": ""万元"", ""value"": 4000}",,evaluation\field_level\301563_subscription_flow_comparison_v1_5.csv
301563,subscription_flow,301563_subscription_flow_001,registration_capital_after,MISMATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 46350000, ""raw_text"": ""4,635万元"", ""unit"": ""万元"", ""value"": 4635}","{""normalized_unit"": ""CNY"", ""normalized_value"": 42643373, ""raw_text"": ""4,264.3373万元"", ""unit"": ""万元"", ""value"": 4264.3373}",数值不一致：gold=46350000; auto=42643373; tolerance=0.01,evaluation\field_level\301563_subscription_flow_comparison_v1_5.csv
301563,subscription_flow,301563_subscription_flow_001,total_shares_before,MISSING_AUTO,"{""normalized_unit"": ""share"", ""normalized_value"": 40000000, ""raw_text"": ""40,000,000股"", ""unit"": ""股"", ""value"": 40000000}",null,自动结果缺少 normalized_value,evaluation\field_level\301563_subscription_flow_comparison_v1_5.csv
301563,subscription_flow,301563_subscription_flow_001,total_shares_after,MISSING_AUTO,"{""normalized_unit"": ""share"", ""normalized_value"": 46350000, ""raw_text"": ""46,350,000股"", ""unit"": ""股"", ""value"": 46350000}",null,自动结果缺少 normalized_value,evaluation\field_level\301563_subscription_flow_comparison_v1_5.csv
301563,subscription_flow,301563_subscription_flow_001,new_registered_capital,MISMATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 6350000, ""raw_text"": ""635万元"", ""unit"": ""万元"", ""value"": 635}","{""normalized_unit"": ""CNY"", ""normalized_value"": 2544787, ""raw_text"": ""254.4787万元"", ""unit"": ""万元"", ""value"": 254.4787}",数值不一致：gold=6350000; auto=2544787; tolerance=0.01,evaluation\field_level\301563_subscription_flow_comparison_v1_5.csv
301563,subscription_flow,301563_subscription_flow_001,new_shares,MISSING_AUTO,"{""normalized_unit"": ""share"", ""normalized_value"": 6350000, ""raw_text"": ""635万股"", ""unit"": ""万股"", ""value"": 635}",null,自动结果缺少 normalized_value,evaluation\field_level\301563_subscription_flow_comparison_v1_5.csv
301563,subscription_flow,301563_subscription_flow_001,total_consideration,MISMATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 151200000, ""raw_text"": ""15,120万元"", ""unit"": ""万元"", ""value"": 15120}","{""normalized_unit"": ""CNY"", ""normalized_value"": 74120000, ""raw_text"": ""7,412万元"", ""unit"": ""万元"", ""value"": 7412}",数值不一致：gold=151200000; auto=74120000; tolerance=0.01,evaluation\field_level\301563_subscription_flow_comparison_v1_5.csv
301563,subscription_flow,301563_subscription_flow_001,capital_premium,MATCH,null,null,,evaluation\field_level\301563_subscription_flow_comparison_v1_5.csv
301563,subscription_flow,301563_subscription_flow_001,source_pages,MATCH,"[59, 60, 61]","[59, 60, 61]",,evaluation\field_level\301563_subscription_flow_comparison_v1_5.csv
301563,subscription_flow,301563_subscription_flow_001,post_event_snapshot_pages,MISSING_AUTO,"[60, 61]",[],自动结果为空集合,evaluation\field_level\301563_subscription_flow_comparison_v1_5.csv
301563,subscription_flow,301563_subscription_flow_001,participants.names,MISMATCH,"[""CASREV FUND II-USD L.P."", ""中科贵银（贵州）产业投资基金（有限合伙）"", ""北京国科瑞华战略性新兴产业投资基金（有限合伙）"", ""周雪峰"", ""夏东"", ""李剑峰"", ""李文发"", ""深圳南山东方富海中小微创业投资基金合伙企业（有限合伙）"", ""珠海拓域壹号股权投资基金（有限合伙）"", ""秦国君""]","[""CASREVFUND以现金1,800万元的等值美元"", ""中科贵银以现金1,584万元"", ""南山富海以现金3,000万元"", ""周雪峰以现金60万元"", ""国科瑞华以现金7,412万元"", ""夏东以现金204万元"", ""李剑峰以现金20万元"", ""李文发以现金20万元"", ""珠海拓域以现金1,000万元"", ""秦国君以现金20万元""]","missing=['CASREV FUND II-USD L.P.', '中科贵银（贵州）产业投资基金（有限合伙）', '北京国科瑞华战略性新兴产业投资基金（有限合伙）', '周雪峰', '夏东', '李剑峰', '李文发', '深圳南山东方富海中小微创业投资基金合伙企业（有限合伙）', '珠海拓域壹号股权投资基金（有限合伙）', '秦国君']; extra=['CASREVFUND以现金1,800万元的等值美元', '中科贵银以现金1,584万元', '南山富海以现金3,000万元', '周雪峰以现金60万元', '国科瑞华以现金7,412万元', '夏东以现金204万元', '李剑峰以现金20万元', '李文发以现金20万元', '珠海拓域以现金1,000万元', '秦国君以现金20万元']",evaluation\field_level\301563_subscription_flow_comparison_v1_5.csv
301581,share_transfer_flow,301581_share_transfer_flow_001,event_family,MATCH,"""share_transfer_flow""","""share_transfer_flow""",,evaluation\field_level\301581_share_transfer_flow_comparison_v1.csv
301581,share_transfer_flow,301581_share_transfer_flow_001,transfer_subtype,MATCH,"""internal_restructuring""","""internal_restructuring""",,evaluation\field_level\301581_share_transfer_flow_comparison_v1.csv
301581,share_transfer_flow,301581_share_transfer_flow_001,target_company_name,MISMATCH,"""黄山谷捷金属制品有限公司（简称“谷捷有限”，发行人前身）""","""黄山谷捷散热科技有限公司""",值不一致,evaluation\field_level\301581_share_transfer_flow_comparison_v1.csv
301581,share_transfer_flow,301581_share_transfer_flow_001,target_security_type,MATCH,"""equity_interest""","""equity_interest""",,evaluation\field_level\301581_share_transfer_flow_comparison_v1.csv
301581,share_transfer_flow,301581_share_transfer_flow_001,target_is_issuer,MATCH,true,true,,evaluation\field_level\301581_share_transfer_flow_comparison_v1.csv
301581,share_transfer_flow,301581_share_transfer_flow_001,currency,MATCH,"""CNY""","""CNY""",,evaluation\field_level\301581_share_transfer_flow_comparison_v1.csv
301581,share_transfer_flow,301581_share_transfer_flow_001,pre_event_snapshot_present,MATCH,true,true,,evaluation\field_level\301581_share_transfer_flow_comparison_v1.csv
301581,share_transfer_flow,301581_share_transfer_flow_001,post_event_snapshot_present,MATCH,true,true,,evaluation\field_level\301581_share_transfer_flow_comparison_v1.csv
301581,share_transfer_flow,301581_share_transfer_flow_001,decision_date,MATCH,"{""iso_date"": ""2021-04-03"", ""raw_text"": ""2021年4月3日""}","{""iso_date"": ""2021-04-03"", ""raw_text"": ""2021年4月3日""}",,evaluation\field_level\301581_share_transfer_flow_comparison_v1.csv
301581,share_transfer_flow,301581_share_transfer_flow_001,agreement_date,MATCH,"{""iso_date"": ""2021-04-03"", ""raw_text"": ""2021年4月3日""}","{""iso_date"": ""2021-04-03"", ""raw_text"": ""2021年4月3日""}",,evaluation\field_level\301581_share_transfer_flow_comparison_v1.csv
301581,share_transfer_flow,301581_share_transfer_flow_001,payment_date,MATCH,null,null,,evaluation\field_level\301581_share_transfer_flow_comparison_v1.csv
301581,share_transfer_flow,301581_share_transfer_flow_001,registration_date,MATCH,"{""iso_date"": ""2021-04-07"", ""raw_text"": ""2021年4月7日""}","{""iso_date"": ""2021-04-07"", ""raw_text"": ""2021年4月7日""}",,evaluation\field_level\301581_share_transfer_flow_comparison_v1.csv
301581,share_transfer_flow,301581_share_transfer_flow_001,effective_date,MATCH,"{""iso_date"": ""2021-04-07"", ""raw_text"": ""2021年4月7日""}","{""iso_date"": ""2021-04-07"", ""raw_text"": ""2021年4月7日""}",,evaluation\field_level\301581_share_transfer_flow_comparison_v1.csv
301581,share_transfer_flow,301581_share_transfer_flow_001,source_pages,MATCH,[42],[42],,evaluation\field_level\301581_share_transfer_flow_comparison_v1.csv
301581,share_transfer_flow,301581_share_transfer_flow_001,pre_event_snapshot_pages,MATCH,[42],[42],,evaluation\field_level\301581_share_transfer_flow_comparison_v1.csv
301581,share_transfer_flow,301581_share_transfer_flow_001,post_event_snapshot_pages,MATCH,[42],[42],,evaluation\field_level\301581_share_transfer_flow_comparison_v1.csv
301581,share_transfer_flow,301581_share_transfer_flow_001,total_transferred_registered_capital,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 10000000, ""raw_text"": ""1,000.00万元"", ""unit"": ""万元"", ""value"": 1000}","{""normalized_unit"": ""CNY"", ""normalized_value"": 10000000, ""raw_text"": ""1,000.00万元"", ""unit"": ""万元"", ""value"": 1000}",,evaluation\field_level\301581_share_transfer_flow_comparison_v1.csv
301581,share_transfer_flow,301581_share_transfer_flow_001,total_transferred_shares,MATCH,null,null,,evaluation\field_level\301581_share_transfer_flow_comparison_v1.csv
301581,share_transfer_flow,301581_share_transfer_flow_001,total_transferred_ratio,MATCH,"{""normalized_unit"": ""percent"", ""normalized_value"": 100, ""raw_text"": ""100.00%"", ""unit"": ""%"", ""value"": 100}","{""normalized_unit"": ""percent"", ""normalized_value"": 100, ""raw_text"": ""100.0%"", ""unit"": ""%"", ""value"": 100}",,evaluation\field_level\301581_share_transfer_flow_comparison_v1.csv
301581,share_transfer_flow,301581_share_transfer_flow_001,total_consideration,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 0, ""raw_text"": ""0元"", ""unit"": ""元"", ""value"": 0}","{""normalized_unit"": ""CNY"", ""normalized_value"": 0, ""raw_text"": ""0元"", ""unit"": ""元"", ""value"": 0}",,evaluation\field_level\301581_share_transfer_flow_comparison_v1.csv
301581,share_transfer_flow,301581_share_transfer_flow_001,target_confirmation.confirmed_by,MISMATCH,"""issuer_alias""","""chapter_context""",值不一致,evaluation\field_level\301581_share_transfer_flow_comparison_v1.csv
301581,share_transfer_flow,301581_share_transfer_flow_001,transfers.keys,MATCH,"[""昆山谷捷金属制品有限公司 -> 周斌"", ""昆山谷捷金属制品有限公司 -> 张俊武"", ""昆山谷捷金属制品有限公司 -> 黄山供销集团""]","[""昆山谷捷金属制品有限公司 -> 周斌"", ""昆山谷捷金属制品有限公司 -> 张俊武"", ""昆山谷捷金属制品有限公司 -> 黄山供销集团""]",,evaluation\field_level\301581_share_transfer_flow_comparison_v1.csv
301581,share_transfer_flow,301581_share_transfer_flow_001,transfers[昆山谷捷金属制品有限公司 -> 周斌].payment_method,MATCH,"""zero_consideration""","""zero_consideration""",,evaluation\field_level\301581_share_transfer_flow_comparison_v1.csv
301581,share_transfer_flow,301581_share_transfer_flow_001,transfers[昆山谷捷金属制品有限公司 -> 周斌].transferred_registered_capital,MATCH,"{""normalized_unit"": ""CNY"", ""normalized_value"": 1100000, ""raw_text"": ""110.00万元"", ""unit"": ""万元"", ""value"": 110}","{""normalized_unit"": ""CNY"", ""normalized_value"": 1100000, ""raw_text"": ""110万元"", ""unit"": ""万元"", ""value"": 110}",,evaluation\field_level\301581_share_transfer_flow_comparison_v1.csv
301581,share_transfer_flow,301581_share_transfer_flow_001,transfers[昆山谷捷金属制品有限公司 -> 周斌].transferred_shares,MATCH,null,null,,evaluation\field_level\301581_share_transfer_flow_comparison_v1.csv
301581,share_transfer_flow,301581_share_transfer_flow_001,transfers[昆山谷捷金属制品有限公司 -> 周斌].transferred_ratio,MATCH,"{""normalized_unit"": ""percent"", ""normalized_value"": 11, ""raw_text"": ""11.00%"", ""unit"": ""%"", ""value"": 11}","{""normalized_unit"": ""percent"", ""normalized_value"": 11, ""raw_text"": ""11.0%"", ""unit"": ""%"", ""value"": 11}",,evaluation\field_level\301581_share_transfer_flow_comparison_v1.csv
